Code,Country,Type,Variable,Year,Value
THA,Thailand,Beef and veal,Imports,2005,48.455
THA,Thailand,Beef and veal,Imports,2006,37.79
THA,Thailand,Beef and veal,Imports,2007,11.044
THA,Thailand,Beef and veal,Imports,2008,10.845
THA,Thailand,Beef and veal,Imports,2009,8.471
THA,Thailand,Beef and veal,Imports,2010,17.025
THA,Thailand,Beef and veal,Imports,2011,42.828
THA,Thailand,Beef and veal,Imports,2012,67.305
THA,Thailand,Beef and veal,Imports,2013,118.883
THA,Thailand,Beef and veal,Imports,2014,72.141
THA,Thailand,Beef and veal,Imports,2015,68.72
THA,Thailand,Beef and veal,Imports,2016,43.72
THA,Thailand,Beef and veal,Imports,2017,42.364
THA,Thailand,Beef and veal,Imports,2018,45.534
THA,Thailand,Beef and veal,Imports,2019,47.23
THA,Thailand,Beef and veal,Imports,2020,68.049
THA,Thailand,Beef and veal,Imports,2021,67.696
THA,Thailand,Beef and veal,Imports,2022,68.264
THA,Thailand,Beef and veal,Imports,2023,68.042
THA,Thailand,Beef and veal,Imports,2024,67.265
THA,Thailand,Beef and veal,Imports,2025,66.614
THA,Thailand,Beef and veal,Imports,2026,66.619
THA,Thailand,Beef and veal,Imports,2027,66.772
THA,Thailand,Beef and veal,Imports,2028,66.87
THA,Thailand,Beef and veal,Imports,2029,67.008
THA,Thailand,Beef and veal,Imports,2030,67.1
THA,Thailand,Beef and veal,Consumption,1990,316.45
THA,Thailand,Beef and veal,Consumption,1991,318.915
THA,Thailand,Beef and veal,Consumption,1992,316.184
THA,Thailand,Beef and veal,Consumption,1993,337.227
THA,Thailand,Beef and veal,Consumption,1994,274.1
THA,Thailand,Beef and veal,Consumption,1995,359.024
THA,Thailand,Beef and veal,Consumption,1996,323.1
THA,Thailand,Beef and veal,Consumption,1997,284.432
THA,Thailand,Beef and veal,Consumption,1998,251.973
THA,Thailand,Beef and veal,Consumption,1999,228.252
THA,Thailand,Beef and veal,Consumption,2000,199.355
THA,Thailand,Beef and veal,Consumption,2001,146.619
THA,Thailand,Beef and veal,Consumption,2002,140.815
THA,Thailand,Beef and veal,Consumption,2003,142.679
THA,Thailand,Beef and veal,Consumption,2004,152.129
THA,Thailand,Beef and veal,Consumption,2005,152.806
THA,Thailand,Beef and veal,Consumption,2006,161.593
THA,Thailand,Beef and veal,Consumption,2007,180.694
THA,Thailand,Beef and veal,Consumption,2008,168.672
THA,Thailand,Beef and veal,Consumption,2009,170.544
THA,Thailand,Beef and veal,Consumption,2010,189.666
THA,Thailand,Beef and veal,Consumption,2011,170.787
THA,Thailand,Beef and veal,Consumption,2012,156.316
THA,Thailand,Beef and veal,Consumption,2013,152.213
THA,Thailand,Beef and veal,Consumption,2014,144.058
THA,Thailand,Beef and veal,Consumption,2015,152.826
THA,Thailand,Beef and veal,Consumption,2016,139.736
THA,Thailand,Beef and veal,Consumption,2017,147.951
THA,Thailand,Beef and veal,Consumption,2018,133.059
THA,Thailand,Beef and veal,Consumption,2019,107.981
THA,Thailand,Beef and veal,Consumption,2020,114.603
THA,Thailand,Beef and veal,Consumption,2021,114.273
THA,Thailand,Beef and veal,Consumption,2022,115.169
THA,Thailand,Beef and veal,Consumption,2023,115.76
THA,Thailand,Beef and veal,Consumption,2024,116.415
THA,Thailand,Beef and veal,Consumption,2025,116.804
THA,Thailand,Beef and veal,Consumption,2026,117.283
THA,Thailand,Beef and veal,Consumption,2027,117.688
THA,Thailand,Beef and veal,Consumption,2028,117.943
THA,Thailand,Beef and veal,Consumption,2029,118.118
THA,Thailand,Beef and veal,Consumption,2030,118.187
THA,Thailand,Beef and veal,Exports,1990,1.191
THA,Thailand,Beef and veal,Exports,1991,2.588
THA,Thailand,Beef and veal,Exports,1992,4.276
THA,Thailand,Beef and veal,Exports,1993,6.02
THA,Thailand,Beef and veal,Exports,1994,5.487
THA,Thailand,Beef and veal,Exports,1995,5.915
THA,Thailand,Beef and veal,Exports,1996,6.034
THA,Thailand,Beef and veal,Exports,1997,7.481
THA,Thailand,Beef and veal,Exports,1998,4.402
THA,Thailand,Beef and veal,Exports,1999,4.619
THA,Thailand,Beef and veal,Exports,2000,4.66
THA,Thailand,Beef and veal,Exports,2001,4.796
THA,Thailand,Beef and veal,Exports,2002,4.538
THA,Thailand,Beef and veal,Exports,2003,4.78
THA,Thailand,Beef and veal,Exports,2004,8.961
THA,Thailand,Beef and veal,Exports,2005,6.719
THA,Thailand,Beef and veal,Exports,2006,4.894
THA,Thailand,Beef and veal,Exports,2007,19.792
THA,Thailand,Beef and veal,Exports,2008,53.436
THA,Thailand,Beef and veal,Exports,2009,80.362
THA,Thailand,Beef and veal,Exports,2010,93.113
THA,Thailand,Beef and veal,Exports,2011,75.865
THA,Thailand,Beef and veal,Exports,2012,206.864
THA,Thailand,Beef and veal,Exports,2013,146.253
THA,Thailand,Beef and veal,Exports,2014,145.618
THA,Thailand,Beef and veal,Exports,2015,116.606
THA,Thailand,Beef and veal,Exports,2016,119.304
THA,Thailand,Beef and veal,Exports,2017,94.339
THA,Thailand,Beef and veal,Exports,2018,122.106
THA,Thailand,Beef and veal,Exports,2019,124.072
THA,Thailand,Beef and veal,Exports,2020,122.578
THA,Thailand,Beef and veal,Exports,2021,123.201
THA,Thailand,Beef and veal,Exports,2022,122.201
THA,Thailand,Beef and veal,Exports,2023,122.589
THA,Thailand,Beef and veal,Exports,2024,123.971
THA,Thailand,Beef and veal,Exports,2025,125.159
THA,Thailand,Beef and veal,Exports,2026,125.15
THA,Thailand,Beef and veal,Exports,2027,124.869
THA,Thailand,Beef and veal,Exports,2028,124.689
THA,Thailand,Beef and veal,Exports,2029,124.438
THA,Thailand,Beef and veal,Exports,2030,124.271
THA,Thailand,Beef and veal,Producer price,1990,71610.671
THA,Thailand,Beef and veal,Producer price,1991,67439.229
THA,Thailand,Beef and veal,Producer price,1992,68084.224
THA,Thailand,Beef and veal,Producer price,1993,68852.221
THA,Thailand,Beef and veal,Producer price,1994,61511.394
THA,Thailand,Beef and veal,Producer price,1995,58631.534
THA,Thailand,Beef and veal,Producer price,1996,58549.024
THA,Thailand,Beef and veal,Producer price,1997,73921.414
THA,Thailand,Beef and veal,Producer price,1998,91292.559
THA,Thailand,Beef and veal,Producer price,1999,99170.497
THA,Thailand,Beef and veal,Producer price,2000,111760.662
THA,Thailand,Beef and veal,Producer price,2001,129235.74
THA,Thailand,Beef and veal,Producer price,2002,115210.838
THA,Thailand,Beef and veal,Producer price,2003,140544.112
THA,Thailand,Beef and veal,Producer price,2004,136357.283
THA,Thailand,Beef and veal,Producer price,2005,140421.486
THA,Thailand,Beef and veal,Producer price,2006,129428.106
THA,Thailand,Beef and veal,Producer price,2007,112014.737
THA,Thailand,Beef and veal,Producer price,2008,95635.898
THA,Thailand,Beef and veal,Producer price,2009,88200.068
THA,Thailand,Beef and veal,Producer price,2010,94030.881
THA,Thailand,Beef and veal,Producer price,2011,108845.112
THA,Thailand,Beef and veal,Producer price,2012,118818.795
THA,Thailand,Beef and veal,Producer price,2013,120350.115
THA,Thailand,Beef and veal,Producer price,2014,156192.769
THA,Thailand,Beef and veal,Producer price,2015,157843.826
THA,Thailand,Beef and veal,Producer price,2016,132709.282
THA,Thailand,Beef and veal,Producer price,2017,128299.229
THA,Thailand,Beef and veal,Producer price,2018,117763.365
THA,Thailand,Beef and veal,Producer price,2019,112806.612
THA,Thailand,Beef and veal,Producer price,2020,103321.593
THA,Thailand,Beef and veal,Producer price,2021,109741.718
THA,Thailand,Beef and veal,Producer price,2022,110826.431
THA,Thailand,Beef and veal,Producer price,2023,110500.621
THA,Thailand,Beef and veal,Producer price,2024,110548.855
THA,Thailand,Beef and veal,Producer price,2025,111187.479
THA,Thailand,Beef and veal,Producer price,2026,110611.034
THA,Thailand,Beef and veal,Producer price,2027,110029.994
THA,Thailand,Beef and veal,Producer price,2028,109452.068
THA,Thailand,Beef and veal,Producer price,2029,108816.268
THA,Thailand,Beef and veal,Producer price,2030,108132.923
THA,Thailand,Beef and veal,Human consumption per capita,1990,3.917
THA,Thailand,Beef and veal,Human consumption per capita,1991,3.901
THA,Thailand,Beef and veal,Human consumption per capita,1992,3.829
THA,Thailand,Beef and veal,Human consumption per capita,1993,4.046
THA,Thailand,Beef and veal,Human consumption per capita,1994,3.259
THA,Thailand,Beef and veal,Human consumption per capita,1995,4.226
THA,Thailand,Beef and veal,Human consumption per capita,1996,3.761
THA,Thailand,Beef and veal,Human consumption per capita,1997,3.272
THA,Thailand,Beef and veal,Human consumption per capita,1998,2.864
THA,Thailand,Beef and veal,Human consumption per capita,1999,2.565
THA,Thailand,Beef and veal,Human consumption per capita,2000,2.217
THA,Thailand,Beef and veal,Human consumption per capita,2001,1.615
THA,Thailand,Beef and veal,Human consumption per capita,2002,1.539
THA,Thailand,Beef and veal,Human consumption per capita,2003,1.547
THA,Thailand,Beef and veal,Human consumption per capita,2004,1.638
THA,Thailand,Beef and veal,Human consumption per capita,2005,1.635
THA,Thailand,Beef and veal,Human consumption per capita,2006,1.719
THA,Thailand,Beef and veal,Human consumption per capita,2007,1.911
THA,Thailand,Beef and veal,Human consumption per capita,2008,1.775
THA,Thailand,Beef and veal,Human consumption per capita,2009,1.785
THA,Thailand,Beef and veal,Human consumption per capita,2010,1.976
THA,Thailand,Beef and veal,Human consumption per capita,2011,1.771
THA,Thailand,Beef and veal,Human consumption per capita,2012,1.613
THA,Thailand,Beef and veal,Human consumption per capita,2013,1.564
THA,Thailand,Beef and veal,Human consumption per capita,2014,1.473
THA,Thailand,Beef and veal,Human consumption per capita,2015,1.557
THA,Thailand,Beef and veal,Human consumption per capita,2016,1.418
THA,Thailand,Beef and veal,Human consumption per capita,2017,1.496
THA,Thailand,Beef and veal,Human consumption per capita,2018,1.342
THA,Thailand,Beef and veal,Human consumption per capita,2019,1.086
THA,Thailand,Beef and veal,Human consumption per capita,2020,1.149
THA,Thailand,Beef and veal,Human consumption per capita,2021,1.144
THA,Thailand,Beef and veal,Human consumption per capita,2022,1.15
THA,Thailand,Beef and veal,Human consumption per capita,2023,1.155
THA,Thailand,Beef and veal,Human consumption per capita,2024,1.16
THA,Thailand,Beef and veal,Human consumption per capita,2025,1.163
THA,Thailand,Beef and veal,Human consumption per capita,2026,1.167
THA,Thailand,Beef and veal,Human consumption per capita,2027,1.17
THA,Thailand,Beef and veal,Human consumption per capita,2028,1.173
THA,Thailand,Beef and veal,Human consumption per capita,2029,1.175
THA,Thailand,Beef and veal,Human consumption per capita,2030,1.176
THA,Thailand,Beef and veal,Direct GHG emission,1990,17.603
THA,Thailand,Beef and veal,Direct GHG emission,1991,18.757
THA,Thailand,Beef and veal,Direct GHG emission,1992,19.317
THA,Thailand,Beef and veal,Direct GHG emission,1993,19.749
THA,Thailand,Beef and veal,Direct GHG emission,1994,19.809
THA,Thailand,Beef and veal,Direct GHG emission,1995,17.439
THA,Thailand,Beef and veal,Direct GHG emission,1996,15.413
THA,Thailand,Beef and veal,Direct GHG emission,1997,13.73
THA,Thailand,Beef and veal,Direct GHG emission,1998,11.743
THA,Thailand,Beef and veal,Direct GHG emission,1999,10.359
THA,Thailand,Beef and veal,Direct GHG emission,2000,9.761
THA,Thailand,Beef and veal,Direct GHG emission,2001,9.467
THA,Thailand,Beef and veal,Direct GHG emission,2002,9.876
THA,Thailand,Beef and veal,Direct GHG emission,2003,10.309
THA,Thailand,Beef and veal,Direct GHG emission,2004,10.743
THA,Thailand,Beef and veal,Direct GHG emission,2005,11.258
THA,Thailand,Beef and veal,Direct GHG emission,2006,11.946
THA,Thailand,Beef and veal,Direct GHG emission,2007,12.632
THA,Thailand,Beef and veal,Direct GHG emission,2008,12.861
THA,Thailand,Beef and veal,Direct GHG emission,2009,12.701
THA,Thailand,Beef and veal,Direct GHG emission,2010,12.56
THA,Thailand,Beef and veal,Direct GHG emission,2011,11.586
THA,Thailand,Beef and veal,Direct GHG emission,2012,10.631
THA,Thailand,Beef and veal,Direct GHG emission,2013,9.795
THA,Thailand,Beef and veal,Direct GHG emission,2014,8.951
THA,Thailand,Beef and veal,Direct GHG emission,2015,8.686
THA,Thailand,Beef and veal,Direct GHG emission,2016,8.566
THA,Thailand,Beef and veal,Direct GHG emission,2017,9.17
THA,Thailand,Beef and veal,Direct GHG emission,2018,9.143
THA,Thailand,Beef and veal,Direct GHG emission,2019,7.703
THA,Thailand,Beef and veal,Direct GHG emission,2020,7.593
THA,Thailand,Beef and veal,Direct GHG emission,2021,7.405
THA,Thailand,Beef and veal,Direct GHG emission,2022,7.255
THA,Thailand,Beef and veal,Direct GHG emission,2023,7.234
THA,Thailand,Beef and veal,Direct GHG emission,2024,7.192
THA,Thailand,Beef and veal,Direct GHG emission,2025,7.08
THA,Thailand,Beef and veal,Direct GHG emission,2026,6.957
THA,Thailand,Beef and veal,Direct GHG emission,2027,6.831
THA,Thailand,Beef and veal,Direct GHG emission,2028,6.7
THA,Thailand,Beef and veal,Direct GHG emission,2029,6.572
THA,Thailand,Beef and veal,Direct GHG emission,2030,6.444
AUS,Australia,Pigmeat,Production,1990,312.116
AUS,Australia,Pigmeat,Production,1991,335.785
AUS,Australia,Pigmeat,Production,1992,340.035
AUS,Australia,Pigmeat,Production,1993,356.829
AUS,Australia,Pigmeat,Production,1994,364.865
AUS,Australia,Pigmeat,Production,1995,347.113
AUS,Australia,Pigmeat,Production,1996,335.597
AUS,Australia,Pigmeat,Production,1997,358.491
AUS,Australia,Pigmeat,Production,1998,369.851
AUS,Australia,Pigmeat,Production,1999,362.854
AUS,Australia,Pigmeat,Production,2000,365.167
AUS,Australia,Pigmeat,Production,2001,395.534
AUS,Australia,Pigmeat,Production,2002,419.556
AUS,Australia,Pigmeat,Production,2003,405.898
AUS,Australia,Pigmeat,Production,2004,388.597
AUS,Australia,Pigmeat,Production,2005,388.863
AUS,Australia,Pigmeat,Production,2006,381.865
AUS,Australia,Pigmeat,Production,2007,374.409
AUS,Australia,Pigmeat,Production,2008,321.006
AUS,Australia,Pigmeat,Production,2009,331.26
AUS,Australia,Pigmeat,Production,2010,342.101
AUS,Australia,Pigmeat,Production,2011,350.514
AUS,Australia,Pigmeat,Production,2012,355.824
AUS,Australia,Pigmeat,Production,2013,359.84
AUS,Australia,Pigmeat,Production,2014,371.164
AUS,Australia,Pigmeat,Production,2015,377.643
AUS,Australia,Pigmeat,Production,2016,397.139
AUS,Australia,Pigmeat,Production,2017,417.427
AUS,Australia,Pigmeat,Production,2018,414.47
AUS,Australia,Pigmeat,Production,2019,402.704
AUS,Australia,Pigmeat,Production,2020,417
AUS,Australia,Pigmeat,Production,2021,398
AUS,Australia,Pigmeat,Production,2022,404.747
AUS,Australia,Pigmeat,Production,2023,408.513
AUS,Australia,Pigmeat,Production,2024,412.9
AUS,Australia,Pigmeat,Production,2025,412.173
AUS,Australia,Pigmeat,Production,2026,415.265
AUS,Australia,Pigmeat,Production,2027,418.536
AUS,Australia,Pigmeat,Production,2028,421.719
AUS,Australia,Pigmeat,Production,2029,424.724
AUS,Australia,Pigmeat,Production,2030,427.721
AUS,Australia,Pigmeat,Imports,1990,0.885
AUS,Australia,Pigmeat,Imports,1991,4.033
AUS,Australia,Pigmeat,Imports,1992,5.754
AUS,Australia,Pigmeat,Imports,1993,4.282
AUS,Australia,Pigmeat,Imports,1994,4.6
AUS,Australia,Pigmeat,Imports,1995,5.6
AUS,Australia,Pigmeat,Imports,1996,9.658
AUS,Australia,Pigmeat,Imports,1997,13.679
AUS,Australia,Pigmeat,Imports,1998,9.539
AUS,Australia,Pigmeat,Imports,1999,26.634
AUS,Australia,Pigmeat,Imports,2000,38.424
AUS,Australia,Pigmeat,Imports,2001,34.686
AUS,Australia,Pigmeat,Imports,2002,48.351
AUS,Australia,Pigmeat,Imports,2003,74.01
AUS,Australia,Pigmeat,Imports,2004,84.04
AUS,Australia,Pigmeat,Imports,2005,106.631
AUS,Australia,Pigmeat,Imports,2006,110.933
AUS,Australia,Pigmeat,Imports,2007,142.742
AUS,Australia,Pigmeat,Imports,2008,152.747
AUS,Australia,Pigmeat,Imports,2009,177.569
AUS,Australia,Pigmeat,Imports,2010,184.259
AUS,Australia,Pigmeat,Imports,2011,175.882
AUS,Australia,Pigmeat,Imports,2012,195.197
AUS,Australia,Pigmeat,Imports,2013,183.723
AUS,Australia,Pigmeat,Imports,2014,191.822
AUS,Australia,Pigmeat,Imports,2015,221.324
AUS,Australia,Pigmeat,Imports,2016,211.642
AUS,Australia,Pigmeat,Imports,2017,216.056
AUS,Australia,Pigmeat,Imports,2018,217.431
AUS,Australia,Pigmeat,Imports,2019,210.121
AUS,Australia,Pigmeat,Imports,2020,215.449
AUS,Australia,Pigmeat,Imports,2021,213.856
AUS,Australia,Pigmeat,Imports,2022,216.464
AUS,Australia,Pigmeat,Imports,2023,219.204
AUS,Australia,Pigmeat,Imports,2024,221.636
AUS,Australia,Pigmeat,Imports,2025,224.471
AUS,Australia,Pigmeat,Imports,2026,228.486
AUS,Australia,Pigmeat,Imports,2027,232.265
AUS,Australia,Pigmeat,Imports,2028,236.263
AUS,Australia,Pigmeat,Imports,2029,240.261
AUS,Australia,Pigmeat,Imports,2030,244.566
AUS,Australia,Pigmeat,Exports,1990,7.614
AUS,Australia,Pigmeat,Exports,1991,6.698
AUS,Australia,Pigmeat,Exports,1992,5.941
AUS,Australia,Pigmeat,Exports,1993,7.803
AUS,Australia,Pigmeat,Exports,1994,7.9
AUS,Australia,Pigmeat,Exports,1995,7.1
AUS,Australia,Pigmeat,Exports,1996,8.127
AUS,Australia,Pigmeat,Exports,1997,10.6
AUS,Australia,Pigmeat,Exports,1998,15.022
AUS,Australia,Pigmeat,Exports,1999,32.529
AUS,Australia,Pigmeat,Exports,2000,40.982
AUS,Australia,Pigmeat,Exports,2001,55.509
AUS,Australia,Pigmeat,Exports,2002,65.553
AUS,Australia,Pigmeat,Exports,2003,70.751
AUS,Australia,Pigmeat,Exports,2004,57.145
AUS,Australia,Pigmeat,Exports,2005,52.954
AUS,Australia,Pigmeat,Exports,2006,53.418
AUS,Australia,Pigmeat,Exports,2007,48.648
AUS,Australia,Pigmeat,Exports,2008,43.594
AUS,Australia,Pigmeat,Exports,2009,36.262
AUS,Australia,Pigmeat,Exports,2010,38.151
AUS,Australia,Pigmeat,Exports,2011,38.912
AUS,Australia,Pigmeat,Exports,2012,34.316
AUS,Australia,Pigmeat,Exports,2013,34.131
AUS,Australia,Pigmeat,Exports,2014,33.969
AUS,Australia,Pigmeat,Exports,2015,33.296
AUS,Australia,Pigmeat,Exports,2016,33.904
AUS,Australia,Pigmeat,Exports,2017,38.979
AUS,Australia,Pigmeat,Exports,2018,42.246
AUS,Australia,Pigmeat,Exports,2019,34.238
AUS,Australia,Pigmeat,Exports,2020,35.3
AUS,Australia,Pigmeat,Exports,2021,36.262
AUS,Australia,Pigmeat,Exports,2022,36.262
AUS,Australia,Pigmeat,Exports,2023,37.223
AUS,Australia,Pigmeat,Exports,2024,37.25
AUS,Australia,Pigmeat,Exports,2025,37.875
AUS,Australia,Pigmeat,Exports,2026,38.5
AUS,Australia,Pigmeat,Exports,2027,39.125
AUS,Australia,Pigmeat,Exports,2028,39.75
AUS,Australia,Pigmeat,Exports,2029,40.375
AUS,Australia,Pigmeat,Exports,2030,41
AUS,Australia,Pigmeat,Producer price,1990,2213.92
AUS,Australia,Pigmeat,Producer price,1991,1961.37
AUS,Australia,Pigmeat,Producer price,1992,1910.1
AUS,Australia,Pigmeat,Producer price,1993,1851.03
AUS,Australia,Pigmeat,Producer price,1994,1871.93
